ID;LOCAL_VIA;LOG1;LOG2;PREDIAL1;LOCAL;TIPO_ACID;QUEDA_ARR;DATA_HORA;DATA;DIA_SEM;HORA;FERIDOS;FERIDOS_GR;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_MET;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;OUTRO;TEMPO;NOITE_DIA;FONTE;BOLETIM;REGIAO;DIA;MES;ANO;FX_HORA;CONT_ACID;CONT_VIT;UPS;CONSORCIO;CORREDOR;LONGITUDE;LATITUDE
594138;686 R DR PEREIRA NETO;R DR PEREIRA NETO;;686;Logradouro;ABALROAMENTO;0;2014-08-23T15:00:00;20140823;SABADO;15:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;608814;SUL;23;8;2014;15;1;1;5;;0;-51,245307;-30,109128
603390;1392 R DR BARCELOS;R DR BARCELOS;;1392;Logradouro;QUEDA;0;2014-09-17T13:00:00;20140917;QUARTA-FEIRA;13:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;BOM;DIA;DEPTRAN;809139214;SUL;17;9;2014;13;1;1;13;;0;-51,245255;-30,103397
591510;R DR PEREIRA NETO & TRAV NOVA TRENTO;R DR PEREIRA NETO;TRAV NOVA TRENTO;0;Cruzamento;COLISAO;0;2014-07-01T21:35:00;20140701;TERCA-FEIRA;21:35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;274282;SUL;1;7;2014;21;1;0;1;;0;-51,245208;-30,109122
592510;240 R CEL ARISTIDES;R CEL ARISTIDES;;240;Logradouro;ABALROAMENTO;0;2014-07-22T16:00:00;20140722;TERCA-FEIRA;16:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;BOM;DIA;DEPTRAN;534314;SUL;22;7;2014;16;1;1;5;;0;-51,245180;-30,099000
590637;R CEL ARISTIDES & R CEL MASSOT;R CEL ARISTIDES;R CEL MASSOT;0;Cruzamento;COLISAO;0;2014-06-11T12:00:00;20140611;QUARTA-FEIRA;12:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;272542;SUL;11;6;2014;12;1;0;1;;0;-51,245026;-30,099602
590079;3146 AV PADRE CACIQUE;AV PADRE CACIQUE;;3146;Logradouro;ABALROAMENTO;0;2014-05-31T17:15:00;20140531;SABADO;17:15;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266902;SUL;31;5;2014;17;1;0;1;;0;-51,244928;-30,080599
598167;765 R DR PEREIRA NETO;R DR PEREIRA NETO;;765;Logradouro;COLISAO;0;2014-11-05T11:25:00;20141105;QUARTA-FEIRA;11:25;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;277081;SUL;5;11;2014;11;1;0;1;;0;-51,244776;-30,108998
594043;1085 AV CEL MARCOS;AV CEL MARCOS;;1085;Logradouro;COLISAO;0;2014-08-20T19:40:00;20140820;QUARTA-FEIRA;19:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;275952;SUL;20;8;2014;19;1;0;1;;0;-51,244621;-30,123973
594674;491 R ESTEVAO CRUZ;R ESTEVAO CRUZ;;491;Logradouro;ABALROAMENTO;0;2014-08-28T18:20:00;20140828;QUINTA-FEIRA;18:20;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;275935;SUL;28;8;2014;18;1;0;1;;0;-51,244336;-30,079124
597706;475 R ESTEVAO CRUZ;R ESTEVAO CRUZ;;475;Logradouro;COLISAO;0;2014-10-26T16:25:00;20141026;DOMINGO;16:25;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277142;SUL;26;10;2014;16;1;0;1;;0;-51,244336;-30,079124
595054;212 R CEL CLAUDINO;R CEL CLAUDINO;;212;Logradouro;ABALROAMENTO;0;2014-09-09T07:30:00;20140909;TERCA-FEIRA;07:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;274109;SUL;9;9;2014;7;1;0;1;;0;-51,244318;-30,092715
596589;212 R CEL CLAUDINO;R CEL CLAUDINO;;212;Logradouro;ABALROAMENTO;0;2014-10-08T22:30:00;20141008;QUARTA-FEIRA;22:30;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;728314;SUL;8;10;2014;22;1;1;5;;0;-51,244318;-30,092715
591896;206 R CEL CLAUDINO;R CEL CLAUDINO;;206;Logradouro;ABALROAMENTO;0;2014-07-10T18:00:00;20140710;QUINTA-FEIRA;18:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;500814;SUL;10;7;2014;18;1;1;5;;0;-51,244301;-30,092729
600195;604 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;604;Logradouro;CHOQUE;0;2014-12-09T01:17:00;20141209;TERCA-FEIRA;01:17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NUBLADO;NOITE;EPTC;275729;SUL;9;12;2014;1;1;0;1;;0;-51,244294;-30,079362
587362;211 R CEL CLAUDINO;R CEL CLAUDINO;;211;Logradouro;COLISAO;0;2014-04-10T07:30:00;20140410;QUINTA-FEIRA;07:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;268877;SUL;10;4;2014;7;1;0;1;;0;-51,244280;-30,092673
583702;622 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;622;Logradouro;COLISAO;0;2014-01-31T12:15:00;20140131;SEXTA-FEIRA;12:15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266674;SUL;31;1;2014;12;1;0;1;;0;-51,244273;-30,079645
586918;AV CAPIVARI & AV PINHEIRO BORDA;AV CAPIVARI;AV PINHEIRO BORDA;0;Cruzamento;ABALROAMENTO;0;2014-04-02T14:00:00;20140402;QUARTA-FEIRA;14:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;265911;SUL;2;4;2014;14;1;0;1;;0;-51,244254;-30,079076
583944;2000 AV PADRE CACIQUE;AV PADRE CACIQUE;;2000;Logradouro;COLISAO;0;2014-02-05T15:15:00;20140205;QUARTA-FEIRA;15:15;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266626;SUL;5;2;2014;15;1;0;1;;0;-51,244232;-30,076044
599727;2000 AV PADRE CACIQUE;AV PADRE CACIQUE;;2000;Logradouro;QUEDA;0;2014-12-06T06:00:00;20141206;SABADO;06:00;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;891114;SUL;6;12;2014;6;1;1;13;;0;-51,244228;-30,076054
599768;2000 AV PADRE CACIQUE;AV PADRE CACIQUE;;2000;Logradouro;ATROPELAMENTO;0;2014-12-06T22:55:00;20141206;SABADO;22:55;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;DEPTRAN;893114;SUL;6;12;2014;22;1;1;5;;0;-51,244228;-30,076054
594234;823 R DR PEREIRA NETO;R DR PEREIRA NETO;;823;Logradouro;COLISAO;0;2014-08-23T14:50:00;20140823;SABADO;14:50;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;262968;SUL;23;8;2014;14;1;0;1;;0;-51,244211;-30,108783
590197;542 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;542;Logradouro;COLISAO;0;2014-06-02T14:00:00;20140602;SEGUNDA-FEIRA;14:00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;265782;SUL;2;6;2014;14;1;0;1;;0;-51,244201;-30,079002
600443;542 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;542;Logradouro;ABALROAMENTO;0;2014-12-16T09:40:00;20141216;TERCA-FEIRA;09:40;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;EPTC;277138;SUL;16;12;2014;9;1;0;1;;0;-51,244198;-30,079004
592742;R DR PEREIRA NETO & R MARECHAL HERMES;R DR PEREIRA NETO;R MARECHAL HERMES;0;Cruzamento;ABALROAMENTO;0;2014-05-26T22:00:00;20140526;SEGUNDA-FEIRA;22:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;540414;SUL;26;5;2014;22;1;1;5;;0;-51,244193;-30,108767
600425;1503 AV OTTO NIEMEYER;AV OTTO NIEMEYER;;1503;Logradouro;COLISAO;0;2014-12-19T11:40:00;20141219;SEXTA-FEIRA;11:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;275576;SUL;19;12;2014;11;1;0;1;;0;-51,244149;-30,105696
583394;512 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;512;Logradouro;ABALROAMENTO;0;2014-01-24T08:45:00;20140124;SEXTA-FEIRA;08:45;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;BOM;DIA;EPTC;263156;SUL;24;1;2014;8;1;0;1;STS;0;-51,244054;-30,078489
587620;512 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;512;Logradouro;ABALROAMENTO;0;2014-04-14T08:50:00;20140414;SEGUNDA-FEIRA;08:50;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;268091;SUL;14;4;2014;8;1;0;1;;0;-51,244054;-30,078489
588701;512 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;512;Logradouro;ABALROAMENTO;0;2014-05-06T14:00:00;20140506;TERCA-FEIRA;14:00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;BOM;DIA;EPTC;265854;SUL;6;5;2014;14;1;0;1;;0;-51,244054;-30,078489
599800;512 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;512;Logradouro;COLISAO;0;2014-12-05T12:20:00;20141205;SEXTA-FEIRA;12:20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;280781;SUL;5;12;2014;12;1;0;1;;0;-51,244048;-30,078490
589809;1171 AV CEL MARCOS;AV CEL MARCOS;;1171;Logradouro;COLISAO;0;2014-05-27T08:45:00;20140527;TERCA-FEIRA;08:45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;260504;SUL;27;5;2014;8;1;0;1;;0;-51,244019;-30,124360
599367;1171 AV CEL MARCOS;AV CEL MARCOS;;1171;Logradouro;COLISAO;0;2014-11-29T13:50:00;20141129;SABADO;13:50;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;872814;SUL;29;11;2014;13;1;1;5;;0;-51,244019;-30,124360
585747;1918 AV PADRE CACIQUE;AV PADRE CACIQUE;;1918;Logradouro;ABALROAMENTO;0;2014-03-14T08:00:00;20140314;SEXTA-FEIRA;08:00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;266832;CENTRO;14;3;2014;8;1;0;1;;0;-51,243986;-30,075825
585996;1918 AV PADRE CACIQUE;AV PADRE CACIQUE;;1918;Logradouro;ABALROAMENTO;0;2014-03-19T08:40:00;20140319;QUARTA-FEIRA;08:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;265648;SUL;19;3;2014;8;1;0;1;;0;-51,243986;-30,075825
586841;1918 AV PADRE CACIQUE;AV PADRE CACIQUE;;1918;Logradouro;COLISAO;0;2014-04-01T15:10:00;20140401;TERCA-FEIRA;15:10;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;230414;SUL;1;4;2014;15;1;1;5;;0;-51,243986;-30,075825
591786;1918 AV PADRE CACIQUE;AV PADRE CACIQUE;;1918;Logradouro;ATROPELAMENTO;0;2014-07-08T16:40:00;20140708;TERCA-FEIRA;16:40;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;494214;SUL;8;7;2014;16;1;1;5;STS;1;-51,243986;-30,075825
592565;1918 AV PADRE CACIQUE;AV PADRE CACIQUE;;1918;Logradouro;COLISAO;0;2014-07-22T23:10:00;20140722;TERCA-FEIRA;23:10;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;CHUVOSO;NOITE;DEPTRAN;535314;SUL;22;7;2014;23;1;1;5;;0;-51,243986;-30,075825
583728;AV PINHEIRO BORDA & AV CHUI;AV PINHEIRO BORDA;AV CHUI;0;Cruzamento;QUEDA;0;2014-01-29T21:30:00;20140129;QUARTA-FEIRA;21:30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;081914;SUL;29;1;2014;21;1;1;5;;0;-51,243973;-30,080790
589392;AV PINHEIRO BORDA & AV PADRE CACIQUE;AV PINHEIRO BORDA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-05-09T08:20:00;20140509;SEXTA-FEIRA;08:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;268846;SUL;9;5;2014;8;1;0;1;;0;-51,243973;-30,080790
589035;AV CHUI & AV PADRE CACIQUE;AV CHUI;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-05-12T15:30:00;20140512;SEGUNDA-FEIRA;15:30;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;265860;SUL;12;5;2014;15;1;0;1;;0;-51,243973;-30,080790
590070;AV PINHEIRO BORDA & AV PADRE CACIQUE;AV PINHEIRO BORDA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-05-30,T22:55:00;20140530;SEXTA-FEIRA;22:55;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;268893;SUL;30;5;2014;22;1;0;1;;0;-51,243973;-30,080790
594792;R CEL CLAUDINO & AV ICARAI;R CEL CLAUDINO;AV ICARAI;0;Cruzamento;COLISAO;0;2014-09-02T07:20:00;20140902;TERCA-FEIRA;07:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;274298;SUL;2;9;2014;7;1;0;1;;0;-51,243964;-30,093457
595239;R CEL CLAUDINO & AV ICARAI;R CEL CLAUDINO;AV ICARAI;0;Cruzamento;COLISAO;0;2014-09-09T12:25:00;20140909;TERCA-FEIRA;12:25;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277362;SUL;9;9;2014;12;1;0;1;;0;-51,243964;-30,093457
595440;R CEL CLAUDINO & AV ICARAI;R CEL CLAUDINO;AV ICARAI;0;Cruzamento;ABALROAMENTO;0;2014-09-16T16:00:00;20140916;TERCA-FEIRA;16:00;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;668814;SUL;16;9;2014;16;1;1;5;;1;-51,243964;-30,093457
597690;R CEL CLAUDINO & AV ICARAI;R CEL CLAUDINO;AV ICARAI;0;Cruzamento;ABALROAMENTO;0;2014-10-24T19:25:00;20141024;SEXTA-FEIRA;19:25;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;NOITE;EPTC;277163;SUL;24;10;2014;19;1;0;1;;0;-51,243964;-30,093457
583571;655 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;655;Logradouro;ATROPELAMENTO;0;2014-01-31T13:20:00;20140131;SEXTA-FEIRA;13:20;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;073014;SUL;31;1;2014;13;1;1;5;;0;-51,243964;-30,077935
583800;482 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;482;Logradouro;ABALROAMENTO;0;2014-02-04T10:55:00;20140204;TERCA-FEIRA;10:55;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;252021;SUL;4;2;2014;10;1;0;1;;0;-51,243906;-30,077954
592979;1676 R DR MARIO TOTTA;R DR MARIO TOTTA;;1676;Logradouro;ABALROAMENTO;0;2014-07-30,T14:00:00;20140730;QUARTA-FEIRA;14:00;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;551614;SUL;30;7;2014;14;1;1;5;;0;-51,243896;-30,109928
597353;1676 R DR MARIO TOTTA;R DR MARIO TOTTA;;1676;Logradouro;ABALROAMENTO;0;2014-10-23T21:30:00;20141023;QUINTA-FEIRA;21:30;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;BOM;NOITE;DEPTRAN;773914;SUL;23;10;2014;21;1;1;5;;0;-51,243896;-30,109928
590452;511 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;511;Logradouro;COLISAO;0;2014-06-08T12:35:00;20140608;DOMINGO;12:35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;CHUVOSO;DIA;EPTC;265576;SUL;8;6;2014;12;1;0;1;;0;-51,243879;-30,077617
599495;328 AV JACUI;AV JACUI;;328;Logradouro;COLISAO;0;2014-12-01T21:00:00;20141201;SEGUNDA-FEIRA;21:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;877914;SUL;1;12;2014;21;1;1;5;;0;-51,243868;-30,077362
589393;465 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;465;Logradouro;CHOQUE;0;2014-05-19T10:30:00;20140519;SEGUNDA-FEIRA;10:30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;265682;SUL;19;5;2014;10;1;0;1;;0;-51,243852;-30,077516
596297;431 AV PINHEIRO BORDA;AV PINHEIRO BORDA;;431;Logradouro;COLISAO;0;2014-10-03T08:50:00;20141003;SEXTA-FEIRA;08:50;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;713914;SUL;3;10;2014;8;1;1;5;;0;-51,243832;-30,077440
594327;10 AV CHUI;AV CHUI;;10;Logradouro;ABALROAMENTO;0;2014-08-26T09:25:00;20140826;TERCA-FEIRA;09:25;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;NUBLADO;DIA;EPTC;275931;SUL;26;8;2014;9;1;0;1;;0;-51,243811;-30,080855
583633;AV JACUI & AV PINHEIRO BORDA;AV JACUI;AV PINHEIRO BORDA;0;Cruzamento;ABALROAMENTO;0;2014-01-29T08:40:00;20140129;QUARTA-FEIRA;08:40;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;262958;SUL;29;1;2014;8;1;0;1;;0;-51,243773;-30,077336
585995;AV JACUI & AV PINHEIRO BORDA;AV JACUI;AV PINHEIRO BORDA;0;Cruzamento;ABALROAMENTO;0;2014-03-19T10:55:00;20140319;QUARTA-FEIRA;10:55;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;CHUVOSO;DIA;EPTC;265916;SUL;19;3;2014;10;1;0;1;;0;-51,243773;-30,077336
588285;AV JACUI & AV PINHEIRO BORDA;AV JACUI;AV PINHEIRO BORDA;0;Cruzamento;ABALROAMENTO;0;2014-04-29T08:30:00;20140429;TERCA-FEIRA;08:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;265898;SUL;29;4;2014;8;1;0;1;;0;-51,243773;-30,077336
590060;AV JACUI & AV PINHEIRO BORDA;AV JACUI;AV PINHEIRO BORDA;0;Cruzamento;COLISAO;0;2014-05-30,T07:50:00;20140530;SEXTA-FEIRA;07:50;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;268897;SUL;30;5;2014;7;1;0;1;;0;-51,243773;-30,077336
595251;AV JACUI & AV PINHEIRO BORDA;AV JACUI;AV PINHEIRO BORDA;0;Cruzamento;ABALROAMENTO;0;2014-09-11T10:27:00;20140911;QUINTA-FEIRA;10:27;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;CHUVOSO;DIA;EPTC;277388;SUL;11;9;2014;10;1;0;1;;0;-51,243773;-30,077336
590451;1840 AV PADRE CACIQUE;AV PADRE CACIQUE;;1840;Logradouro;EVENTUAL;0;2014-06-07T06:40:00;20140607;SABADO;06:40;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;272250;SUL;7;6;2014;6;1;0;1;;0;-51,243763;-30,075602
585935;25 AV CHUI;AV CHUI;;25;Logradouro;ABALROAMENTO;0;2014-03-18T18:00:00;20140318;TERCA-FEIRA;18:00;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;CHUVOSO;NOITE;DEPTRAN;191514;SUL;18;3;2014;18;1;1;5;;0;-51,243717;-30,080980
588921;1881 AV PADRE CACIQUE;AV PADRE CACIQUE;;1881;Logradouro;COLISAO;0;2014-05-10T21:05:00;20140510;SABADO;21:05;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;BOM;NOITE;EPTC;265862;SUL;10;5;2014;21;1;0;1;;0;-51,243615;-30,075307
595531;1715 AV ICARAI;AV ICARAI;;1715;Logradouro;COLISAO;0;2014-09-18T07:40:00;20140918;QUINTA-FEIRA;07:40;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;671414;SUL;18;9;2014;7;1;1;5;STS;0;-51,243610;-30,093184
591213;1239 AV CEL MARCOS;AV CEL MARCOS;;1239;Logradouro;ABALROAMENTO;0;2014-06-27T10:00:00;20140627;SEXTA-FEIRA;10:00;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NUBLADO;DIA;DEPTRAN;463814;SUL;27;6;2014;10;1;1;5;;0;-51,243559;-30,124671
582192;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-01-02T16:10:00;20140102;QUINTA-FEIRA;16:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;CHUVOSO;DIA;EPTC;265274;SUL;2;1;2014;16;1;0;1;;0;-51,243441;-30,075127
582831;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-01-14T22:05:00;20140114;TERCA-FEIRA;22:05;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;NOITE;EPTC;262933;SUL;14;1;2014;22;1;0;1;;0;-51,243441;-30,075127
582985;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-01-16T18:55:00;20140116;QUINTA-FEIRA;18:55;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;263111;SUL;16;1;2014;18;1;0;1;;0;-51,243441;-30,075127
583293;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-01-25T04:30:00;20140125;SABADO;04:30;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;EPTC;262963;SUL;25;1;2014;4;1;0;1;;0;-51,243441;-30,075127
583399;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-01-25T12:00:00;20140125;SABADO;12:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;265203;SUL;25;1;2014;12;1;0;1;;0;-51,243441;-30,075127
583972;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-02-06T18:00:00;20140206;QUINTA-FEIRA;18:00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;NOITE;EPTC;251953;SUL;6;2;2014;18;1;0;1;;0;-51,243441;-30,075127
584131;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-02-06T09:30:00;20140206;QUINTA-FEIRA;09:30;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;266630;SUL;6;2;2014;9;1;0;1;;0;-51,243441;-30,075127
584042;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-02-07T07:50:00;20140207;SEXTA-FEIRA;07:50;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;EPTC;266625;SUL;7;2;2014;7;1;0;1;;0;-51,243441;-30,075127
584637;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;EVENTUAL;0;2014-02-22T23:20:00;20140222;SABADO;23:20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;266567;SUL;22;2;2014;23;1;0;1;;0;-51,243441;-30,075127
588082;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-02-24T21:20:00;20140224;SEGUNDA-FEIRA;21:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;268787;SUL;24;2;2014;21;1;0;1;;0;-51,243441;-30,075127
585067;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;COLISAO;0;2014-03-02T12:07:00;20140302;DOMINGO;12:07;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266590;SUL;2;3;2014;12;1;0;1;;0;-51,243441;-30,075127
585071;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-03-04T19:20:00;20140304;TERCA-FEIRA;19:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;266747;SUL;4;3;2014;19;1;0;1;;0;-51,243441;-30,075127
585327;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-03-09T07:00:00;20140309;DOMINGO;07:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266745;SUL;9;3;2014;7;1;0;1;;0;-51,243441;-30,075127
585750;AV EDVALDO PEREIRA PAIVA & AV PADRE CACIQUE;AV EDVALDO PEREIRA PAIVA;AV PADRE CACIQUE;0;Cruzamento;ABALROAMENTO;0;2014-03-14T17:25:00;20140314;SEXTA-FEIRA;17:25;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;265628;SUL;14;3;2014;17;1;0;1;;0;-51,243441;-30,075127
